subject,predicate,object,source,confidence
m_37139_obesity_pct,location,37139,CDC,0.9
m_37139_obesity_pct,indicator,obesity_pct,CDC,0.9
m_37139_obesity_pct,value,36.0,CDC,0.9
m_37139_obesity_pct,unit,percent,CDC,0.9
m_37139_diabetes_pct,rdf:type,Measurement,CDC,0.9
m_37139_diabetes_pct,location,37139,CDC,0.9
m_37139_diabetes_pct,indicator,diabetes_pct,CDC,0.9
m_37139_diabetes_pct,value,11.4,CDC,0.9
m_37139_diabetes_pct,unit,percent,CDC,0.9
m_37141_population,rdf:type,Measurement,Census,0.95
m_37141_population,location,37141,Census,0.95
m_37141_population,indicator,population,Census,0.95
m_37141_population,value,61592,Census,0.95
m_37141_population,unit,count,Census,0.95
m_37141_median_income,rdf:type,Measurement,Census,0.95
m_37141_median_income,location,37141,Census,0.95
m_37141_median_income,indicator,median_income,Census,0.95
m_37141_median_income,value,74538,Census,0.95
m_37141_median_income,unit,USD,Census,0.95
m_37141_poverty_rate,rdf:type,Measurement,Census,0.95
m_37141_poverty_rate,location,37141,Census,0.95
m_37141_poverty_rate,indicator,poverty_rate,Census,0.95
m_37141_poverty_rate,value,11.70085640310695,Census,0.95
m_37141_poverty_rate,unit,percent,Census,0.95
m_37141_unemployment_rate,rdf:type,Measurement,Census,0.95
m_37141_unemployment_rate,location,37141,Census,0.95
m_37141_unemployment_rate,indicator,unemployment_rate,Census,0.95
m_37141_unemployment_rate,value,6.423534968455854,Census,0.95
m_37141_unemployment_rate,unit,percent,Census,0.95
m_37141_education_bachelor_pct,rdf:type,Measurement,Census,0.95
m_37141_education_bachelor_pct,location,37141,Census,0.95
m_37141_education_bachelor_pct,indicator,education_bachelor_pct,Census,0.95
m_37141_education_bachelor_pct,value,26.434854504949357,Census,0.95
m_37141_education_bachelor_pct,unit,percent,Census,0.95
m_37141_obesity_pct,rdf:type,Measurement,CDC,0.9
m_37141_obesity_pct,location,37141,CDC,0.9
m_37141_obesity_pct,indicator,obesity_pct,CDC,0.9
m_37141_obesity_pct,value,31.3,CDC,0.9
m_37141_obesity_pct,unit,percent,CDC,0.9
m_37141_diabetes_pct,rdf:type,Measurement,CDC,0.9
m_37141_diabetes_pct,location,37141,CDC,0.9
m_37141_diabetes_pct,indicator,diabetes_pct,CDC,0.9
m_37141_diabetes_pct,value,10.1,CDC,0.9
m_37141_diabetes_pct,unit,percent,CDC,0.9
m_37143_population,rdf:type,Measurement,Census,0.95
m_37143_population,location,37143,Census,0.95
m_37143_population,indicator,population,Census,0.95
m_37143_population,value,13053,Census,0.95
m_37143_population,unit,count,Census,0.95
m_37143_median_income,rdf:type,Measurement,Census,0.95
m_37143_median_income,location,37143,Census,0.95
m_37143_median_income,indicator,median_income,Census,0.95
m_37143_median_income,value,59401,Census,0.95
m_37143_median_income,unit,USD,Census,0.95
m_37143_poverty_rate,rdf:type,Measurement,Census,0.95
m_37143_poverty_rate,location,37143,Census,0.95
m_37143_poverty_rate,indicator,poverty_rate,Census,0.95
m_37143_poverty_rate,value,13.31582606009114,Census,0.95
m_37143_poverty_rate,unit,percent,Census,0.95
m_37143_unemployment_rate,rdf:type,Measurement,Census,0.95
m_37143_unemployment_rate,location,37143,Census,0.95
m_37143_unemployment_rate,indicator,unemployment_rate,Census,0.95
m_37143_unemployment_rate,value,5.044510385756676,Census,0.95
m_37143_unemployment_rate,unit,percent,Census,0.95
m_37143_education_bachelor_pct,rdf:type,Measurement,Census,0.95
m_37143_education_bachelor_pct,location,37143,Census,0.95
m_37143_education_bachelor_pct,indicator,education_bachelor_pct,Census,0.95
m_37143_education_bachelor_pct,value,18.62026862026862,Census,0.95
m_37143_education_bachelor_pct,unit,percent,Census,0.95
m_37143_obesity_pct,rdf:type,Measurement,CDC,0.9
m_37143_obesity_pct,location,37143,CDC,0.9
m_37143_obesity_pct,indicator,obesity_pct,CDC,0.9
m_37143_obesity_pct,value,33.8,CDC,0.9
m_37143_obesity_pct,unit,percent,CDC,0.9
m_37143_diabetes_pct,rdf:type,Measurement,CDC,0.9
m_37143_diabetes_pct,location,37143,CDC,0.9
m_37143_diabetes_pct,indicator,diabetes_pct,CDC,0.9
m_37143_diabetes_pct,value,10.6,CDC,0.9
m_37143_diabetes_pct,unit,percent,CDC,0.9
m_37145_population,rdf:type,Measurement,Census,0.95
m_37145_population,location,37145,Census,0.95
m_37145_population,indicator,population,Census,0.95
m_37145_population,value,39131,Census,0.95
m_37145_population,unit,count,Census,0.95
m_37145_median_income,rdf:type,Measurement,Census,0.95
m_37145_median_income,location,37145,Census,0.95
m_37145_median_income,indicator,median_income,Census,0.95
m_37145_median_income,value,60688,Census,0.95
m_37145_median_income,unit,USD,Census,0.95
m_37145_poverty_rate,rdf:type,Measurement,Census,0.95
m_37145_poverty_rate,location,37145,Census,0.95
m_37145_poverty_rate,indicator,poverty_rate,Census,0.95
m_37145_poverty_rate,value,17.210659505241956,Census,0.95
m_37145_poverty_rate,unit,percent,Census,0.95
m_37145_unemployment_rate,rdf:type,Measurement,Census,0.95
m_37145_unemployment_rate,location,37145,Census,0.95
m_37145_unemployment_rate,indicator,unemployment_rate,Census,0.95
m_37145_unemployment_rate,value,3.7354845339636213,Census,0.95
m_37145_unemployment_rate,unit,percent,Census,0.95
m_37145_education_bachelor_pct,rdf:type,Measurement,Census,0.95
m_37145_education_bachelor_pct,location,37145,Census,0.95
m_37145_education_bachelor_pct,indicator,education_bachelor_pct,Census,0.95
m_37145_education_bachelor_pct,value,15.906328208795136,Census,0.95
m_37145_education_bachelor_pct,unit,percent,Census,0.95
m_37145_obesity_pct,rdf:type,Measurement,CDC,0.9
m_37145_obesity_pct,location,37145,CDC,0.9
m_37145_obesity_pct,indicator,obesity_pct,CDC,0.9
m_37145_obesity_pct,value,40.5,CDC,0.9
m_37145_obesity_pct,unit,percent,CDC,0.9
m_37145_diabetes_pct,rdf:type,Measurement,CDC,0.9
m_37145_diabetes_pct,location,37145,CDC,0.9
m_37145_diabetes_pct,indicator,diabetes_pct,CDC,0.9
m_37145_diabetes_pct,value,11.9,CDC,0.9
m_37145_diabetes_pct,unit,percent,CDC,0.9
m_37147_population,rdf:type,Measurement,Census,0.95
m_37147_population,location,37147,Census,0.95
m_37147_population,indicator,population,Census,0.95
m_37147_population,value,171196,Census,0.95
m_37147_population,unit,count,Census,0.95
m_37147_median_income,rdf:type,Measurement,Census,0.95
m_37147_median_income,location,37147,Census,0.95
m_37147_median_income,indicator,median_income,Census,0.95
m_37147_median_income,value,54915,Census,0.95
m_37147_median_income,unit,USD,Census,0.95
m_37147_poverty_rate,rdf:type,Measurement,Census,0.95
m_37147_poverty_rate,location,37147,Census,0.95
m_37147_poverty_rate,indicator,poverty_rate,Census,0.95
m_37147_poverty_rate,value,20.033046203938813,Census,0.95
m_37147_poverty_rate,unit,percent,Census,0.95
m_37147_unemployment_rate,rdf:type,Measurement,Census,0.95
m_37147_unemployment_rate,location,37147,Census,0.95
m_37147_unemployment_rate,indicator,unemployment_rate,Census,0.95
m_37147_unemployment_rate,value,7.480260899416409,Census,0.95
m_37147_unemployment_rate,unit,percent,Census,0.95
m_37147_education_bachelor_pct,rdf:type,Measurement,Census,0.95
m_37147_education_bachelor_pct,location,37147,Census,0.95
m_37147_education_bachelor_pct,indicator,education_bachelor_pct,Census,0.95
m_37147_education_bachelor_pct,value,28.87364045327715,Census,0.95
m_37147_education_bachelor_pct,unit,percent,Census,0.95
m_37147_obesity_pct,rdf:type,Measurement,CDC,0.9
m_37147_obesity_pct,location,37147,CDC,0.9
m_37147_obesity_pct,indicator,obesity_pct,CDC,0.9
m_37147_obesity_pct,value,37.3,CDC,0.9
m_37147_obesity_pct,unit,percent,CDC,0.9
m_37147_diabetes_pct,rdf:type,Measurement,CDC,0.9
m_37147_diabetes_pct,location,37147,CDC,0.9
m_37147_diabetes_pct,indicator,diabetes_pct,CDC,0.9
m_37147_diabetes_pct,value,11.6,CDC,0.9
m_37147_diabetes_pct,unit,percent,CDC,0.9
m_37149_population,rdf:type,Measurement,Census,0.95
m_37149_population,location,37149,Census,0.95
m_37149_population,indicator,population,Census,0.95
m_37149_population,value,19538,Census,0.95
m_37149_population,unit,count,Census,0.95
m_37149_median_income,rdf:type,Measurement,Census,0.95
m_37149_median_income,location,37149,Census,0.95
m_37149_median_income,indicator,median_income,Census,0.95
m_37149_median_income,value,60465,Census,0.95
m_37149_median_income,unit,USD,Census,0.95
m_37149_poverty_rate,rdf:type,Measurement,Census,0.95
m_37149_poverty_rate,location,37149,Census,0.95
m_37149_poverty_rate,indicator,poverty_rate,Census,0.95
m_37149_poverty_rate,value,11.005357049981797,Census,0.95
m_37149_poverty_rate,unit,percent,Census,0.95
m_37149_unemployment_rate,rdf:type,Measurement,Census,0.95
m_37149_unemployment_rate,location,37149,Census,0.95
m_37149_unemployment_rate,indicator,unemployment_rate,Census,0.95
m_37149_unemployment_rate,value,4.264607118871726,Census,0.95
m_37149_unemployment_rate,unit,percent,Census,0.95
m_37149_education_bachelor_pct,rdf:type,Measurement,Census,0.95
m_37149_education_bachelor_pct,location,37149,Census,0.95
m_37149_education_bachelor_pct,indicator,education_bachelor_pct,Census,0.95
m_37149_education_bachelor_pct,value,30.045691906005224,Census,0.95
m_37149_education_bachelor_pct,unit,percent,Census,0.95
m_37149_obesity_pct,rdf:type,Measurement,CDC,0.9
m_37149_obesity_pct,location,37149,CDC,0.9
m_37149_obesity_pct,indicator,obesity_pct,CDC,0.9
m_37149_obesity_pct,value,32.2,CDC,0.9
m_37149_obesity_pct,unit,percent,CDC,0.9
m_37149_diabetes_pct,rdf:type,Measurement,CDC,0.9
m_37149_diabetes_pct,location,37149,CDC,0.9
m_37149_diabetes_pct,indicator,diabetes_pct,CDC,0.9
m_37149_diabetes_pct,value,8.3,CDC,0.9
m_37149_diabetes_pct,unit,percent,CDC,0.9
m_37151_population,rdf:type,Measurement,Census,0.95
m_37151_population,location,37151,Census,0.95
m_37151_population,indicator,population,Census,0.95
m_37151_population,value,144403,Census,0.95
m_37151_population,unit,count,Census,0.95
m_37151_median_income,rdf:type,Measurement,Census,0.95
m_37151_median_income,location,37151,Census,0.95
m_37151_median_income,indicator,median_income,Census,0.95
m_37151_median_income,value,56423,Census,0.95
m_37151_median_income,unit,USD,Census,0.95
m_37151_poverty_rate,rdf:type,Measurement,Census,0.95
m_37151_poverty_rate,location,37151,Census,0.95
m_37151_poverty_rate,indicator,poverty_rate,Census,0.95
m_37151_poverty_rate,value,14.734731365991488,Census,0.95
m_37151_poverty_rate,unit,percent,Census,0.95
m_37151_unemployment_rate,rdf:type,Measurement,Census,0.95
m_37151_unemployment_rate,location,37151,Census,0.95
m_37151_unemployment_rate,indicator,unemployment_rate,Census,0.95
m_37151_unemployment_rate,value,3.920811892510006,Census,0.95
m_37151_unemployment_rate,unit,percent,Census,0.95
m_37151_education_bachelor_pct,rdf:type,Measurement,Census,0.95
m_37151_education_bachelor_pct,location,37151,Census,0.95
m_37151_education_bachelor_pct,indicator,education_bachelor_pct,Census,0.95
m_37151_education_bachelor_pct,value,15.844199864417593,Census,0.95
m_37151_education_bachelor_pct,unit,percent,Census,0.95
m_37151_obesity_pct,rdf:type,Measurement,CDC,0.9
m_37151_obesity_pct,location,37151,CDC,0.9
m_37151_obesity_pct,indicator,obesity_pct,CDC,0.9
m_37151_obesity_pct,value,32.5,CDC,0.9
m_37151_obesity_pct,unit,percent,CDC,0.9
m_37151_diabetes_pct,rdf:type,Measurement,CDC,0.9
m_37151_diabetes_pct,location,37151,CDC,0.9
m_37151_diabetes_pct,indicator,diabetes_pct,CDC,0.9
m_37151_diabetes_pct,value,10.9,CDC,0.9
m_37151_diabetes_pct,unit,percent,CDC,0.9
m_37153_population,rdf:type,Measurement,Census,0.95
m_37153_population,location,37153,Census,0.95
m_37153_population,indicator,population,Census,0.95
m_37153_population,value,43149,Census,0.95
m_37153_population,unit,count,Census,0.95
m_37153_median_income,rdf:type,Measurement,Census,0.95
m_37153_median_income,location,37153,Census,0.95
m_37153_median_income,indicator,median_income,Census,0.95
m_37153_median_income,value,42354,Census,0.95
m_37153_median_income,unit,USD,Census,0.95
m_37153_poverty_rate,rdf:type,Measurement,Census,0.95
m_37153_poverty_rate,location,37153,Census,0.95
m_37153_poverty_rate,indicator,poverty_rate,Census,0.95
m_37153_poverty_rate,value,23.01039302353363,Census,0.95
m_37153_poverty_rate,unit,percent,Census,0.95
m_37153_unemployment_rate,rdf:type,Measurement,Census,0.95
m_37153_unemployment_rate,location,37153,Census,0.95
m_37153_unemployment_rate,indicator,unemployment_rate,Census,0.95
m_37153_unemployment_rate,value,9.618984971917218,Census,0.95
m_37153_unemployment_rate,unit,percent,Census,0.95
m_37153_education_bachelor_pct,rdf:type,Measurement,Census,0.95
m_37153_education_bachelor_pct,location,37153,Census,0.95
m_37153_education_bachelor_pct,indicator,education_bachelor_pct,Census,0.95
m_37153_education_bachelor_pct,value,15.554798022839611,Census,0.95
m_37153_education_bachelor_pct,unit,percent,Census,0.95
m_37153_obesity_pct,rdf:type,Measurement,CDC,0.9
m_37153_obesity_pct,location,37153,CDC,0.9
m_37153_obesity_pct,indicator,obesity_pct,CDC,0.9
m_37153_obesity_pct,value,39.8,CDC,0.9
m_37153_obesity_pct,unit,percent,CDC,0.9
m_37153_diabetes_pct,rdf:type,Measurement,CDC,0.9
m_37153_diabetes_pct,location,37153,CDC,0.9
m_37153_diabetes_pct,indicator,diabetes_pct,CDC,0.9
m_37153_diabetes_pct,value,12.8,CDC,0.9
m_37153_diabetes_pct,unit,percent,CDC,0.9
m_37155_population,rdf:type,Measurement,Census,0.95
m_37155_population,location,37155,Census,0.95
m_37155_population,indicator,population,Census,0.95
m_37155_population,value,117573,Census,0.95
m_37155_population,unit,count,Census,0.95
m_37155_median_income,rdf:type,Measurement,Census,0.95
m_37155_median_income,location,37155,Census,0.95
m_37155_median_income,indicator,median_income,Census,0.95
m_37155_median_income,value,39393,Census,0.95
m_37155_median_income,unit,USD,Census,0.95
m_37155_poverty_rate,rdf:type,Measurement,Census,0.95
m_37155_poverty_rate,location,37155,Census,0.95
m_37155_poverty_rate,indicator,poverty_rate,Census,0.95
m_37155_poverty_rate,value,27.11544869434068,Census,0.95
m_37155_poverty_rate,unit,percent,Census,0.95
m_37155_unemployment_rate,rdf:type,Measurement,Census,0.95
m_37155_unemployment_rate,location,37155,Census,0.95
m_37155_unemployment_rate,indicator,unemployment_rate,Census,0.95
m_37155_unemployment_rate,value,6.3529209695772595,Census,0.95
m_37155_unemployment_rate,unit,percent,Census,0.95
m_37155_education_bachelor_pct,rdf:type,Measurement,Census,0.95
m_37155_education_bachelor_pct,location,37155,Census,0.95
m_37155_education_bachelor_pct,indicator,education_bachelor_pct,Census,0.95
m_37155_education_bachelor_pct,value,13.625881267707715,Census,0.95
m_37155_education_bachelor_pct,unit,percent,Census,0.95
m_37155_obesity_pct,rdf:type,Measurement,CDC,0.9
m_37155_obesity_pct,location,37155,CDC,0.9
m_37155_obesity_pct,indicator,obesity_pct,CDC,0.9
m_37155_obesity_pct,value,41.9,CDC,0.9
m_37155_obesity_pct,unit,percent,CDC,0.9
m_37155_diabetes_pct,rdf:type,Measurement,CDC,0.9
m_37155_diabetes_pct,location,37155,CDC,0.9
m_37155_diabetes_pct,indicator,diabetes_pct,CDC,0.9
m_37155_diabetes_pct,value,15.6,CDC,0.9
m_37155_diabetes_pct,unit,percent,CDC,0.9
m_37157_population,rdf:type,Measurement,Census,0.95
m_37157_population,location,37157,Census,0.95
m_37157_population,indicator,population,Census,0.95
m_37157_population,value,91209,Census,0.95
m_37157_population,unit,count,Census,0.95
m_37157_median_income,rdf:type,Measurement,Census,0.95
m_37157_median_income,location,37157,Census,0.95
m_37157_median_income,indicator,median_income,Census,0.95
m_37157_median_income,value,50737,Census,0.95
m_37157_median_income,unit,USD,Census,0.95
m_37157_poverty_rate,rdf:type,Measurement,Census,0.95
m_37157_poverty_rate,location,37157,Census,0.95
m_37157_poverty_rate,indicator,poverty_rate,Census,0.95
m_37157_poverty_rate,value,18.82097341366721,Census,0.95
m_37157_poverty_rate,unit,percent,Census,0.95
m_37157_unemployment_rate,rdf:type,Measurement,Census,0.95
m_37157_unemployment_rate,location,37157,Census,0.95
m_37157_unemployment_rate,indicator,unemployment_rate,Census,0.95
m_37157_unemployment_rate,value,6.483831937557828,Census,0.95
m_37157_unemployment_rate,unit,percent,Census,0.95
m_37157_education_bachelor_pct,rdf:type,Measurement,Census,0.95
m_37157_education_bachelor_pct,location,37157,Census,0.95
m_37157_education_bachelor_pct,indicator,education_bachelor_pct,Census,0.95
m_37157_education_bachelor_pct,value,14.469380337997457,Census,0.95
m_37157_education_bachelor_pct,unit,percent,Census,0.95
m_37157_obesity_pct,rdf:type,Measurement,CDC,0.9
m_37157_obesity_pct,location,37157,CDC,0.9
m_37157_obesity_pct,indicator,obesity_pct,CDC,0.9
m_37157_obesity_pct,value,37.8,CDC,0.9
m_37157_obesity_pct,unit,percent,CDC,0.9
m_37157_diabetes_pct,rdf:type,Measurement,CDC,0.9
m_37157_diabetes_pct,location,37157,CDC,0.9
m_37157_diabetes_pct,indicator,diabetes_pct,CDC,0.9
m_37157_diabetes_pct,value,11.8,CDC,0.9
m_37157_diabetes_pct,unit,percent,CDC,0.9
m_37159_population,rdf:type,Measurement,Census,0.95
m_37159_population,location,37159,Census,0.95
m_37159_population,indicator,population,Census,0.95
m_37159_population,value,147067,Census,0.95
m_37159_population,unit,count,Census,0.95
m_37159_median_income,rdf:type,Measurement,Census,0.95
m_37159_median_income,location,37159,Census,0.95
m_37159_median_income,indicator,median_income,Census,0.95
m_37159_median_income,value,59717,Census,0.95
m_37159_median_income,unit,USD,Census,0.95
m_37159_poverty_rate,rdf:type,Measurement,Census,0.95
m_37159_poverty_rate,location,37159,Census,0.95
m_37159_poverty_rate,indicator,poverty_rate,Census,0.95
m_37159_poverty_rate,value,16.417816373695636,Census,0.95
m_37159_poverty_rate,unit,percent,Census,0.95
m_37159_unemployment_rate,rdf:type,Measurement,Census,0.95
m_37159_unemployment_rate,location,37159,Census,0.95
m_37159_unemployment_rate,indicator,unemployment_rate,Census,0.95
m_37159_unemployment_rate,value,6.294138294138294,Census,0.95
m_37159_unemployment_rate,unit,percent,Census,0.95
m_37159_education_bachelor_pct,rdf:type,Measurement,Census,0.95
m_37159_education_bachelor_pct,location,37159,Census,0.95
m_37159_education_bachelor_pct,indicator,education_bachelor_pct,Census,0.95
m_37159_education_bachelor_pct,value,19.006572991695204,Census,0.95
m_37159_education_bachelor_pct,unit,percent,Census,0.95
m_37159_obesity_pct,rdf:type,Measurement,CDC,0.9
m_37159_obesity_pct,location,37159,CDC,0.9
m_37159_obesity_pct,indicator,obesity_pct,CDC,0.9
m_37159_obesity_pct,value,33.9,CDC,0.9
m_37159_obesity_pct,unit,percent,CDC,0.9
m_37159_diabetes_pct,rdf:type,Measurement,CDC,0.9
m_37159_diabetes_pct,location,37159,CDC,0.9
m_37159_diabetes_pct,indicator,diabetes_pct,CDC,0.9
m_37159_diabetes_pct,value,11.3,CDC,0.9
m_37159_diabetes_pct,unit,percent,CDC,0.9
m_37161_population,rdf:type,Measurement,Census,0.95
m_37161_population,location,37161,Census,0.95
m_37161_population,indicator,population,Census,0.95
m_37161_population,value,64680,Census,0.95
m_37161_population,unit,count,Census,0.95
m_37161_median_income,rdf:type,Measurement,Census,0.95
m_37161_median_income,location,37161,Census,0.95
m_37161_median_income,indicator,median_income,Census,0.95
m_37161_median_income,value,50512,Census,0.95
m_37161_median_income,unit,USD,Census,0.95
m_37161_poverty_rate,rdf:type,Measurement,Census,0.95
m_37161_poverty_rate,location,37161,Census,0.95
m_37161_poverty_rate,indicator,poverty_rate,Census,0.95
m_37161_poverty_rate,value,18.376614162054775,Census,0.95
m_37161_poverty_rate,unit,percent,Census,0.95
m_37161_unemployment_rate,rdf:type,Measurement,Census,0.95
m_37161_unemployment_rate,location,37161,Census,0.95
m_37161_unemployment_rate,indicator,unemployment_rate,Census,0.95
m_37161_unemployment_rate,value,5.984229794424105,Census,0.95
m_37161_unemployment_rate,unit,percent,Census,0.95
m_37161_education_bachelor_pct,rdf:type,Measurement,Census,0.95
m_37161_education_bachelor_pct,location,37161,Census,0.95
m_37161_education_bachelor_pct,indicator,education_bachelor_pct,Census,0.95
m_37161_education_bachelor_pct,value,18.50346538889364,Census,0.95
m_37161_education_bachelor_pct,unit,percent,Census,0.95
m_37161_obesity_pct,rdf:type,Measurement,CDC,0.9
m_37161_obesity_pct,location,37161,CDC,0.9
m_37161_obesity_pct,indicator,obesity_pct,CDC,0.9
m_37161_obesity_pct,value,36.7,CDC,0.9
m_37161_obesity_pct,unit,percent,CDC,0.9
m_37161_diabetes_pct,rdf:type,Measurement,CDC,0.9
m_37161_diabetes_pct,location,37161,CDC,0.9
m_37161_diabetes_pct,indicator,diabetes_pct,CDC,0.9
m_37161_diabetes_pct,value,11.0,CDC,0.9
m_37161_diabetes_pct,unit,percent,CDC,0.9
m_37163_population,rdf:type,Measurement,Census,0.95
m_37163_population,location,37163,Census,0.95
m_37163_population,indicator,population,Census,0.95
m_37163_population,value,59317,Census,0.95
m_37163_population,unit,count,Census,0.95
m_37163_median_income,rdf:type,Measurement,Census,0.95
m_37163_median_income,location,37163,Census,0.95
m_37163_median_income,indicator,median_income,Census,0.95
m_37163_median_income,value,49963,Census,0.95
m_37163_median_income,unit,USD,Census,0.95
m_37163_poverty_rate,rdf:type,Measurement,Census,0.95
m_37163_poverty_rate,location,37163,Census,0.95
m_37163_poverty_rate,indicator,poverty_rate,Census,0.95
m_37163_poverty_rate,value,22.268236102757967,Census,0.95
m_37163_poverty_rate,unit,percent,Census,0.95
m_37163_unemployment_rate,rdf:type,Measurement,Census,0.95
m_37163_unemployment_rate,location,37163,Census,0.95
m_37163_unemployment_rate,indicator,unemployment_rate,Census,0.95
m_37163_unemployment_rate,value,5.735897825756424,Census,0.95
m_37163_unemployment_rate,unit,percent,Census,0.95
m_37163_education_bachelor_pct,rdf:type,Measurement,Census,0.95
m_37163_education_bachelor_pct,location,37163,Census,0.95
m_37163_education_bachelor_pct,indicator,education_bachelor_pct,Census,0.95
m_37163_education_bachelor_pct,value,13.8730358265242,Census,0.95
m_37163_education_bachelor_pct,unit,percent,Census,0.95
m_37163_obesity_pct,rdf:type,Measurement,CDC,0.9
m_37163_obesity_pct,location,37163,CDC,0.9
m_37163_obesity_pct,indicator,obesity_pct,CDC,0.9
m_37163_obesity_pct,value,38.5,CDC,0.9
m_37163_obesity_pct,unit,percent,CDC,0.9
m_37163_diabetes_pct,rdf:type,Measurement,CDC,0.9
m_37163_diabetes_pct,location,37163,CDC,0.9
m_37163_diabetes_pct,indicator,diabetes_pct,CDC,0.9
m_37163_diabetes_pct,value,13.3,CDC,0.9
m_37163_diabetes_pct,unit,percent,CDC,0.9
m_37165_population,rdf:type,Measurement,Census,0.95
m_37165_population,location,37165,Census,0.95
m_37165_population,indicator,population,Census,0.95
m_37165_population,value,34222,Census,0.95
m_37165_population,unit,count,Census,0.95
m_37165_median_income,rdf:type,Measurement,Census,0.95
m_37165_median_income,location,37165,Census,0.95
m_37165_median_income,indicator,median_income,Census,0.95
m_37165_median_income,value,41948,Census,0.95
m_37165_median_income,unit,USD,Census,0.95
m_37165_poverty_rate,rdf:type,Measurement,Census,0.95
m_37165_poverty_rate,location,37165,Census,0.95
m_37165_poverty_rate,indicator,poverty_rate,Census,0.95
m_37165_poverty_rate,value,26.13643469017695,Census,0.95
m_37165_poverty_rate,unit,percent,Census,0.95
m_37165_unemployment_rate,rdf:type,Measurement,Census,0.95
m_37165_unemployment_rate,location,37165,Census,0.95
m_37165_unemployment_rate,indicator,unemployment_rate,Census,0.95
m_37165_unemployment_rate,value,10.759805647489614,Census,0.95
m_37165_unemployment_rate,unit,percent,Census,0.95
m_37165_education_bachelor_pct,rdf:type,Measurement,Census,0.95
m_37165_education_bachelor_pct,location,37165,Census,0.95
m_37165_education_bachelor_pct,indicator,education_bachelor_pct,Census,0.95
m_37165_education_bachelor_pct,value,13.12316715542522,Census,0.95
m_37165_education_bachelor_pct,unit,percent,Census,0.95
m_37165_obesity_pct,rdf:type,Measurement,CDC,0.9
m_37165_obesity_pct,location,37165,CDC,0.9
m_37165_obesity_pct,indicator,obesity_pct,CDC,0.9
m_37165_obesity_pct,value,41.1,CDC,0.9
m_37165_obesity_pct,unit,percent,CDC,0.9
m_37165_diabetes_pct,rdf:type,Measurement,CDC,0.9
m_37165_diabetes_pct,location,37165,CDC,0.9
m_37165_diabetes_pct,indicator,diabetes_pct,CDC,0.9
m_37165_diabetes_pct,value,14.8,CDC,0.9
m_37165_diabetes_pct,unit,percent,CDC,0.9
m_37167_population,rdf:type,Measurement,Census,0.95
m_37167_population,location,37167,Census,0.95
m_37167_population,indicator,population,Census,0.95
m_37167_population,value,62723,Census,0.95
m_37167_population,unit,count,Census,0.95
m_37167_median_income,rdf:type,Measurement,Census,0.95
m_37167_median_income,location,37167,Census,0.95
m_37167_median_income,indicator,median_income,Census,0.95
m_37167_median_income,value,60634,Census,0.95
m_37167_median_income,unit,USD,Census,0.95
m_37167_poverty_rate,rdf:type,Measurement,Census,0.95
m_37167_poverty_rate,location,37167,Census,0.95
m_37167_poverty_rate,indicator,poverty_rate,Census,0.95
m_37167_poverty_rate,value,13.774317785312224,Census,0.95
m_37167_poverty_rate,unit,percent,Census,0.95
m_37167_unemployment_rate,rdf:type,Measurement,Census,0.95
m_37167_unemployment_rate,location,37167,Census,0.95
m_37167_unemployment_rate,indicator,unemployment_rate,Census,0.95
m_37167_unemployment_rate,value,4.340445361648304,Census,0.95
m_37167_unemployment_rate,unit,percent,Census,0.95
m_37167_education_bachelor_pct,rdf:type,Measurement,Census,0.95
m_37167_education_bachelor_pct,location,37167,Census,0.95
m_37167_education_bachelor_pct,indicator,education_bachelor_pct,Census,0.95
m_37167_education_bachelor_pct,value,17.547678980429506,Census,0.95
m_37167_education_bachelor_pct,unit,percent,Census,0.95
m_37167_obesity_pct,rdf:type,Measurement,CDC,0.9
m_37167_obesity_pct,location,37167,CDC,0.9
m_37167_obesity_pct,indicator,obesity_pct,CDC,0.9
m_37167_obesity_pct,value,34.3,CDC,0.9
m_37167_obesity_pct,unit,percent,CDC,0.9
m_37167_diabetes_pct,rdf:type,Measurement,CDC,0.9
m_37167_diabetes_pct,location,37167,CDC,0.9
m_37167_diabetes_pct,indicator,diabetes_pct,CDC,0.9
m_37167_diabetes_pct,value,10.3,CDC,0.9
m_37167_diabetes_pct,unit,percent,CDC,0.9
m_37169_population,rdf:type,Measurement,Census,0.95
m_37169_population,location,37169,Census,0.95
m_37169_population,indicator,population,Census,0.95
m_37169_population,value,44696,Census,0.95
m_37169_population,unit,count,Census,0.95
m_37169_median_income,rdf:type,Measurement,Census,0.95
m_37169_median_income,location,37169,Census,0.95
m_37169_median_income,indicator,median_income,Census,0.95
m_37169_median_income,value,57539,Census,0.95
m_37169_median_income,unit,USD,Census,0.95
m_37169_poverty_rate,rdf:type,Measurement,Census,0.95
m_37169_poverty_rate,location,37169,Census,0.95
m_37169_poverty_rate,indicator,poverty_rate,Census,0.95
m_37169_poverty_rate,value,12.011008005822417,Census,0.95
m_37169_poverty_rate,unit,percent,Census,0.95
m_37169_unemployment_rate,rdf:type,Measurement,Census,0.95
m_37169_unemployment_rate,location,37169,Census,0.95
m_37169_unemployment_rate,indicator,unemployment_rate,Census,0.95
m_37169_unemployment_rate,value,5.3437319468515305,Census,0.95
m_37169_unemployment_rate,unit,percent,Census,0.95
m_37169_education_bachelor_pct,rdf:type,Measurement,Census,0.95
m_37169_education_bachelor_pct,location,37169,Census,0.95
